"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-123.12","49.28","VANCOUVER PMO","1108465","1918-01-16","1918","01","16","","6.7","","4.4","","5.6","","12.4","","0.0","","1.5","","0.0","","1.5","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-01-17","1918","01","17","","10.0","","6.1","","8.1","","9.9","","0.0","","24.1","","0.0","","24.1","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-01-18","1918","01","18","","7.8","","5.6","","6.7","","11.3","","0.0","","14.5","","0.0","","14.5","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-01-19","1918","01","19","","5.6","","1.7","","3.7","","14.3","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-01-20","1918","01","20","","3.9","","-0.6","","1.7","","16.3","","0.0","","0.0","T","0.0","","0.0","T","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-01-21","1918","01","21","","3.9","","2.2","","3.1","","14.9","","0.0","","0.3","","0.0","","0.3","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-01-22","1918","01","22","","5.6","","2.8","","4.2","","13.8","","0.0","","11.4","","0.0","","11.4","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-01-23","1918","01","23","","5.6","","3.9","","4.8","","13.2","","0.0","","19.6","","0.0","","19.6","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-01-24","1918","01","24","","5.6","","4.4","","5.0","","13.0","","0.0","","7.1","","0.0","","7.1","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-01-25","1918","01","25","","6.7","","0.0","","3.4","","14.6","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-01-26","1918","01","26","","3.3","","-0.6","","1.4","","16.6","","0.0","","1.5","","0.0","T","1.5","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-01-27","1918","01","27","","5.0","","1.1","","3.1","","14.9","","0.0","","5.1","","0.0","","5.1","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-01-28","1918","01","28","","7.8","","2.2","","5.0","","13.0","","0.0","","14.2","","0.0","","14.2","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-01-29","1918","01","29","","3.9","","-1.1","","1.4","","16.6","","0.0","","0.0","T","0.0","T","0.0","T","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-01-30","1918","01","30","","-0.6","","-6.1","","-3.4","","21.4","","0.0","","0.0","T","0.0","","0.0","T","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-01-31","1918","01","31","","-0.6","","-8.3","","-4.5","","22.5","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-02-01","1918","02","01","","1.1","","-3.9","","-1.4","","19.4","","0.0","","0.0","","10.2","","10.2","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-02-02","1918","02","02","","3.3","","0.6","","2.0","","16.0","","0.0","","0.0","","10.2","","10.2","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-02-03","1918","02","03","","7.8","","2.8","","5.3","","12.7","","0.0","","42.9","","0.0","","42.9","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-02-04","1918","02","04","","10.0","","6.1","","8.1","","9.9","","0.0","","13.7","","0.0","","13.7","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-02-05","1918","02","05","","10.0","","6.1","","8.1","","9.9","","0.0","","17.3","","0.0","","17.3","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-02-06","1918","02","06","","7.2","","5.0","","6.1","","11.9","","0.0","","11.2","","0.0","","11.2","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-02-07","1918","02","07","","8.3","","3.3","","5.8","","12.2","","0.0","","2.0","","0.0","","2.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-02-08","1918","02","08","","8.3","","5.0","","6.7","","11.3","","0.0","","12.7","","0.0","","12.7","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-02-09","1918","02","09","","7.2","","5.6","","6.4","","11.6","","0.0","","70.1","","0.0","","70.1","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-02-10","1918","02","10","","7.8","","5.0","","6.4","","11.6","","0.0","","5.8","","0.0","","5.8","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-02-11","1918","02","11","","3.3","","1.1","","2.2","","15.8","","0.0","","11.4","","0.0","","11.4","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-02-12","1918","02","12","","5.6","","2.2","","3.9","","14.1","","0.0","","9.7","","0.0","","9.7","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-02-13","1918","02","13","","5.0","","0.0","","2.5","","15.5","","0.0","","0.0","","9.7","","9.7","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-02-14","1918","02","14","","3.3","","-3.9","","-0.3","","18.3","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-02-15","1918","02","15","","3.9","","-0.6","","1.7","","16.3","","0.0","","0.0","","0.8","","0.8","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-02-16","1918","02","16","","4.4","","0.6","","2.5","","15.5","","0.0","","0.0","","4.6","","4.6","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-02-17","1918","02","17","","4.4","","0.0","","2.2","","15.8","","0.0","","0.0","","1.0","","1.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-02-18","1918","02","18","","0.6","","-4.4","","-1.9","","19.9","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-02-19","1918","02","19","","2.2","","-6.7","","-2.3","","20.3","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-02-20","1918","02","20","","1.7","","-6.7","","-2.5","","20.5","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-02-21","1918","02","21","","3.3","","-6.1","","-1.4","","19.4","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-02-22","1918","02","22","","5.6","","-4.4","","0.6","","17.4","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-02-23","1918","02","23","","5.0","","0.6","","2.8","","15.2","","0.0","","6.1","","6.4","","12.4","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-02-24","1918","02","24","","4.4","","-2.8","","0.8","","17.2","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-02-25","1918","02","25","","3.3","","0.6","","2.0","","16.0","","0.0","","3.6","","14.2","","17.8","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-02-26","1918","02","26","","5.0","","1.7","","3.4","","14.6","","0.0","","0.0","T","0.0","","0.0","T","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-02-27","1918","02","27","","3.3","","-1.7","","0.8","","17.2","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-02-28","1918","02","28","","3.9","","2.8","","3.4","","14.6","","0.0","","4.1","","0.0","","4.1","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-03-01","1918","03","01","","7.2","","1.7","","4.5","","13.5","","0.0","","1.8","","0.0","","1.8","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-03-02","1918","03","02","","5.6","","1.7","","3.7","","14.3","","0.0","","0.3","","0.0","T","0.3","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-03-03","1918","03","03","","7.2","","1.1","","4.2","","13.8","","0.0","","0.3","","0.0","T","0.3","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-03-04","1918","03","04","","3.9","","0.0","","2.0","","16.0","","0.0","","0.0","","17.3","","17.3","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-03-05","1918","03","05","","2.2","","-6.1","","-2.0","","20.0","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-03-06","1918","03","06","","2.8","","-2.2","","0.3","","17.7","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-03-07","1918","03","07","","5.6","","0.0","","2.8","","15.2","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-03-08","1918","03","08","","3.9","","0.0","","2.0","","16.0","","0.0","","0.0","","2.3","","2.3","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-03-09","1918","03","09","","3.9","","-0.6","","1.7","","16.3","","0.0","","0.0","","12.7","","12.7","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-03-10","1918","03","10","","6.7","","0.0","","3.4","","14.6","","0.0","","0.0","","2.8","","2.8","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-03-11","1918","03","11","","6.7","","0.0","","3.4","","14.6","","0.0","","0.5","","0.0","","0.5","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-03-12","1918","03","12","","6.7","","0.0","","3.4","","14.6","","0.0","","5.6","","0.8","","6.4","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-03-13","1918","03","13","","7.8","","-1.1","","3.4","","14.6","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-03-14","1918","03","14","","8.9","","5.6","","7.3","","10.7","","0.0","","3.0","","0.0","","3.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-03-15","1918","03","15","","10.0","","5.0","","7.5","","10.5","","0.0","","3.6","","0.0","","3.6","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-03-16","1918","03","16","","10.6","","5.6","","8.1","","9.9","","0.0","","33.5","","0.0","","33.5","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-03-17","1918","03","17","","8.9","","6.7","","7.8","","10.2","","0.0","","10.9","","0.0","","10.9","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-03-18","1918","03","18","","7.8","","3.3","","5.6","","12.4","","0.0","","6.4","","0.0","","6.4","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-03-19","1918","03","19","","6.7","","4.4","","5.6","","12.4","","0.0","","1.0","","0.0","","1.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-03-20","1918","03","20","","8.9","","3.9","","6.4","","11.6","","0.0","","2.0","","0.0","","2.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-03-21","1918","03","21","","9.4","","5.0","","7.2","","10.8","","0.0","","29.5","","0.0","","29.5","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-03-22","1918","03","22","","8.3","","2.8","","5.6","","12.4","","0.0","","12.2","","0.0","","12.2","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-03-23","1918","03","23","","6.7","","2.8","","4.8","","13.2","","0.0","","10.4","","0.0","","10.4","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-03-24","1918","03","24","","12.8","","5.6","","9.2","","8.8","","0.0","","17.3","","0.0","","17.3","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-03-25","1918","03","25","","8.9","","5.6","","7.3","","10.7","","0.0","","3.0","","0.0","","3.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-03-26","1918","03","26","","8.3","","1.7","","5.0","","13.0","","0.0","","1.5","","0.0","","1.5","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-03-27","1918","03","27","","6.1","","2.8","","4.5","","13.5","","0.0","","8.6","","0.0","","8.6","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-03-28","1918","03","28","","13.3","","6.1","","9.7","","8.3","","0.0","","3.3","","0.0","","3.3","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-03-29","1918","03","29","","14.4","","4.4","","9.4","","8.6","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-03-30","1918","03","30","","11.1","","6.7","","8.9","","9.1","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-03-31","1918","03","31","","11.1","","5.6","","8.4","","9.6","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-04-01","1918","04","01","","12.8","","2.2","","7.5","","10.5","","0.0","","0.0","T","0.0","","0.0","T","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-04-02","1918","04","02","","10.6","","1.1","","5.9","","12.1","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-04-03","1918","04","03","","11.7","","-0.6","","5.6","","12.4","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-04-04","1918","04","04","","13.9","","0.0","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-04-05","1918","04","05","","13.3","","2.2","","7.8","","10.2","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-04-06","1918","04","06","","13.9","","2.2","","8.1","","9.9","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-04-07","1918","04","07","","15.0","","8.3","","11.7","","6.3","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-04-08","1918","04","08","","16.7","","8.9","","12.8","","5.2","","0.0","","1.5","","0.0","","1.5","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-04-09","1918","04","09","","15.0","","9.4","","12.2","","5.8","","0.0","","6.1","","0.0","","6.1","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-04-10","1918","04","10","","11.1","","6.1","","8.6","","9.4","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-04-11","1918","04","11","","14.4","","7.2","","10.8","","7.2","","0.0","","0.0","T","0.0","","0.0","T","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-04-12","1918","04","12","","8.9","","6.7","","7.8","","10.2","","0.0","","5.3","","0.0","","5.3","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-04-13","1918","04","13","","11.1","","2.2","","6.7","","11.3","","0.0","","5.3","","0.0","","5.3","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-04-14","1918","04","14","","11.1","","0.6","","5.9","","12.1","","0.0","","24.1","","0.0","T","24.1","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-04-15","1918","04","15","","11.1","","2.2","","6.7","","11.3","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-04-16","1918","04","16","","13.9","","5.0","","9.5","","8.5","","0.0","","0.8","","0.0","","0.8","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-04-17","1918","04","17","","11.7","","2.2","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-04-18","1918","04","18","","15.0","","5.6","","10.3","","7.7","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-04-19","1918","04","19","","18.9","","5.0","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-04-20","1918","04","20","","18.9","","6.7","","12.8","","5.2","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-04-21","1918","04","21","","17.8","","6.7","","12.3","","5.7","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-04-22","1918","04","22","","15.0","","6.7","","10.9","","7.1","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-04-23","1918","04","23","","18.3","","5.0","","11.7","","6.3","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-04-24","1918","04","24","","13.3","","6.1","","9.7","","8.3","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-04-25","1918","04","25","","16.1","","2.2","","9.2","","8.8","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-04-26","1918","04","26","","17.8","","2.2","","10.0","","8.0","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-04-27","1918","04","27","","16.7","","3.3","","10.0","","8.0","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-04-28","1918","04","28","","17.8","","4.4","","11.1","","6.9","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-04-29","1918","04","29","","18.9","","5.0","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-04-30","1918","04","30","","16.1","","6.7","","11.4","","6.6","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-05-01","1918","05","01","","17.8","","5.6","","11.7","","6.3","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-05-02","1918","05","02","","15.6","","11.1","","13.4","","4.6","","0.0","","1.3","","0.0","","1.3","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-05-03","1918","05","03","","18.3","","10.6","","14.5","","3.5","","0.0","","1.8","","0.0","","1.8","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-05-04","1918","05","04","","17.8","","7.8","","12.8","","5.2","","0.0","","0.0","T","0.0","","0.0","T","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-05-05","1918","05","05","","13.3","","6.7","","10.0","","8.0","","0.0","","3.0","","0.0","","3.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-05-06","1918","05","06","","16.7","","7.2","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-05-07","1918","05","07","","12.8","","8.9","","10.9","","7.1","","0.0","","1.5","","0.0","","1.5","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-05-08","1918","05","08","","20.6","","3.3","","12.0","","6.0","","0.0","","0.3","","0.0","","0.3","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-05-09","1918","05","09","","21.1","","7.2","","14.2","","3.8","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-05-10","1918","05","10","","20.0","","6.7","","13.4","","4.6","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-05-11","1918","05","11","","19.4","","6.7","","13.1","","4.9","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-05-12","1918","05","12","","18.3","","6.1","","12.2","","5.8","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-05-13","1918","05","13","","15.6","","5.6","","10.6","","7.4","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-05-14","1918","05","14","","18.3","","7.8","","13.1","","4.9","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-05-15","1918","05","15","","11.7","","9.4","","10.6","","7.4","","0.0","","2.3","","0.0","","2.3","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-05-16","1918","05","16","","17.2","","9.4","","13.3","","4.7","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-05-17","1918","05","17","","11.1","","7.8","","9.5","","8.5","","0.0","","0.0","T","0.0","","0.0","T","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-05-18","1918","05","18","","14.4","","6.1","","10.3","","7.7","","0.0","","4.8","","0.0","","4.8","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-05-19","1918","05","19","","10.6","","7.2","","8.9","","9.1","","0.0","","7.6","","0.0","","7.6","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-05-20","1918","05","20","","14.4","","5.6","","10.0","","8.0","","0.0","","1.5","","0.0","","1.5","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-05-21","1918","05","21","","14.4","","7.8","","11.1","","6.9","","0.0","","1.3","","0.0","","1.3","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-05-22","1918","05","22","","14.4","","6.1","","10.3","","7.7","","0.0","","0.5","","0.0","","0.5","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-05-23","1918","05","23","","14.4","","6.7","","10.6","","7.4","","0.0","","2.0","","0.0","","2.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-05-24","1918","05","24","","15.6","","4.4","","10.0","","8.0","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-05-25","1918","05","25","","16.7","","4.4","","10.6","","7.4","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-05-26","1918","05","26","","20.6","","3.9","","12.3","","5.7","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-05-27","1918","05","27","","19.4","","7.2","","13.3","","4.7","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-05-28","1918","05","28","","22.8","","8.9","","15.9","","2.1","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-05-29","1918","05","29","","21.7","","11.7","","16.7","","1.3","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-05-30","1918","05","30","","17.8","","11.7","","14.8","","3.2","","0.0","","1.3","","0.0","","1.3","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-05-31","1918","05","31","","17.2","","8.9","","13.1","","4.9","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-06-01","1918","06","01","","13.9","","7.2","","10.6","","7.4","","0.0","","4.6","","0.0","","4.6","","","","","","",""
"-123.12","49.28","VANCOUVER PMO","1108465","1918-06-02","1918","06","02","","15.6","","7.2","","11.4","","6.6","","0.0","","0.8","","0.0","","0.8","","","","","","",""
